year,institution_name,inst_type_name,institution_city,state_abbv,CC_iss_name,total_open_acc,total_new_acc
2010,Dominican College of San Rafael,University,San Rafael,CA,"FIA Card Services, N.A.",53,0
2010,Dominican University,University,River Forest,IL,"FIA Card Services, N.A.",277,4
2010,Dowling College,University,Oakdale,NY,"FIA Card Services, N.A.",491,0
2010,Drake University,University,Des Moines,IA,"FIA Card Services, N.A.",1239,16
2010,Drexel University,University,Philadelphia,PA,U.S. Bank National Association ND,1703,207
2010,"Duke Alumni Association, Inc.",Alumni Association,Durham,NC,Chase Bank,7222,1
2010,Duquesne University Alumni Association,Alumni Association,Pittsburgh,PA,U.S. Bank National Association ND,1279,178
2010,D'Youville College,University,Buffalo,NY,"FIA Card Services, N.A.",131,1
2010,"East Carolina University Alumni Association, Inc.",Alumni Association,Greenville,NC,"FIA Card Services, N.A.",2743,91
2010,East Central University Alumni Association,Alumni Association,Ada,OK,"FIA Card Services, N.A.",94,1
2010,"East Stroudsburg University Foundation, Inc.",Foundation,East Stroudsburg,PA,"FIA Card Services, N.A.",1239,21
2010,East Stroudsburg University of Pennsylvania,University,East Stroudsburg,PA,Pennsylvania State Employees Credit Union,1090,6
2010,Eastern Connecticut State University Alumni Association,Alumni Association,Willimantic,CT,"FIA Card Services, N.A.",178,29
2010,"Eastern Illinois University Alumni Association, Inc.",Alumni Association,Charleston,IL,"FIA Card Services, N.A.",3949,55
2010,"Eastern New Mexico University Alumni Association, Inc.",Alumni Association,Portales,NM,"FIA Card Services, N.A.",695,16
2010,Eastern Oregon University,University,La Grande,OR,"FIA Card Services, N.A.",226,0
2010,Eastern Washington University Alumni Association,Alumni Association,Cheney,WA,"FIA Card Services, N.A.",933,22
2010,Eckerd College Alumni Association,Alumni Association,St. Petersburg,FL,"FIA Card Services, N.A.",121,0
2010,Edinboro University of Pennsylvania Alumni Association,Alumni Association,Edinboro,PA,"FIA Card Services, N.A.",1430,31
2010,"Educational Communications, Inc.",Other,Lake Forest,IL,"FIA Card Services, N.A.",9818,0
2010,Elizabethtown College,University,Elizabethtown,PA,"FIA Card Services, N.A.",514,15
2010,Elizabethtown College,University,Elizabethtown,PA,Pennsylvania State Employees Credit Union,382,5
2010,Elmhurst College Alumni Association,Alumni Association,Elmhurst,IL,U.S. Bank National Association ND,266,45
2010,Elon University,University,Elon,NC,"FIA Card Services, N.A.",317,7
2010,Embry Riddle Aeronautical University,University,Daytona Beach,FL,"FIA Card Services, N.A.",1442,2
2010,Emerson College,University,Boston,MA,"FIA Card Services, N.A.",387,0
2010,Emmanuel College,University,Boston,MA,"FIA Card Services, N.A.",80,0
2010,Emory University,University,Atlanta,GA,"FIA Card Services, N.A.",2860,79
2010,Emporia State University Alumni Association,Alumni Association,Emporia,KS,"INTRUST Bank, N.A.",879,36
2010,Erskine College,University,Due West,SC,"FIA Card Services, N.A.",112,0
2010,Erskine College Alumni Association,Alumni Association,Due West,SC,Capital One,4,4
2010,Ex-Students Association of the University of Texas,Alumni Association,Austin,TX,"FIA Card Services, N.A.",31748,444
2010,Fairfield University,University,Fairfield,CT,"FIA Card Services, N.A.",1005,32
2010,Fairleigh Dickinson University,University,Teaneck,NJ,"FIA Card Services, N.A.",1487,72
2010,"Fairmont State College Alumni Association, Inc.",Alumni Association,Fairmont,WV,"FIA Card Services, N.A.",180,0
2010,Faulkner University,University,Montgomery,AL,"FIA Card Services, N.A.",110,0
2010,Ferris State University,University,Big Rapids,MI,"FIA Card Services, N.A.",117,73
2010,FFA Alumni Association,Alumni Association,Alexandria,VA,"FIA Card Services, N.A.",437,25
2010,Fitchburg State College,University,Fitchburg,MA,"FIA Card Services, N.A.",204,15
2010,"Florida Atlantic University Foundation, Inc.",Foundation,Boca Raton,FL,"FIA Card Services, N.A.",3634,63
2010,Florida Institute of Technology Alumni Association,Alumni Association,Melbourne,FL,U.S. Bank National Association ND,361,34
2010,"Florida International University Foundation, Inc.",Foundation,Miami,FL,"FIA Card Services, N.A.",7621,99
2010,Florida Southern College,University,Lakeland,FL,"FIA Card Services, N.A.",223,6
2010,Fordham University,University,Bronx,NY,"FIA Card Services, N.A.",7730,110
2010,Fort Hays State University Alumni Association,Alumni Association,Hays,KS,"INTRUST Bank, N.A.",676,59
2010,Fort Lewis College Alumni Association,Alumni Association,Durango,CO,"FIA Card Services, N.A.",479,3
2010,Foundation at New Jersey Institute of Technology,Foundation,Newark,NJ,"FIA Card Services, N.A.",69,35
2010,"Foundation Chapter of Theta Chi Fraternity, Inc.",Foundation,Indianapolis,IN,"FIA Card Services, N.A.",573,23
2010,"Foundation of the University of North Carolina at Charlotte, Inc.",Foundation,Charlotte,NC,"FIA Card Services, N.A.",2910,58
2010,Franklin and Marshall College,University,Lancaster,PA,"FIA Card Services, N.A.",454,15
2010,Franklin Pierce College,University,Rindge,NH,"FIA Card Services, N.A.",272,3
2010,Fraternity of Alpha Zeta,Other,St. Louis,MO,"FIA Card Services, N.A.",23,0
2010,"Fraternity of Phi Gamma Delta, Inc.",Other,Lexington,KY,"FIA Card Services, N.A.",312,29
2010,Freed Hardeman University,University,Henderson,TN,"FIA Card Services, N.A.",541,10
2010,Furman University,University,Greenville,SC,"FIA Card Services, N.A.",1046,10
2010,"Gamma Phi Beta International Sorority, Inc.",Other,Englewood,CO,"FIA Card Services, N.A.",999,51
2010,Gemological Institute of America Alumni Association,Alumni Association,Santa Monica,CA,"FIA Card Services, N.A.",1405,44
2010,General Alumni Associationof the University of North Carolina at Chapel Hill,Alumni Association,Chapel Hill,NC,"FIA Card Services, N.A.",19147,166
2010,Geneseo Alumni Association,Alumni Association,Geneseo,NY,"FIA Card Services, N.A.",769,29
2010,Geneva College,University,Beaver Falls,PA,"FIA Card Services, N.A.",719,15
2010,George Washington Alumni Association,Alumni Association,Washington,DC,"FIA Card Services, N.A.",3364,100
2010,Georgetown University Alumni Association,Alumni Association,Washington,DC,"FIA Card Services, N.A.",8503,96
2010,Georgia Pharmacy Foundation,Foundation,Atlanta,GA,"FIA Card Services, N.A.",94,0
2010,"Georgia Southern University Foundation, Inc.",Foundation,Statesboro,GA,"FIA Card Services, N.A.",3073,45
2010,"Georgia Southwestern Foundation, Inc.",Foundation,Americus,GA,"FIA Card Services, N.A.",89,0
2010,"Georgia State University Alumni Association, Inc.",Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",2563,134
2010,Georgia Tech Alumni Association,Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",10207,151
2010,Gettysburg College,University,Gettysburg,PA,"FIA Card Services, N.A.",363,25
2010,Golden Gate University,University,San Francisco,CA,"FIA Card Services, N.A.",278,0
2010,Golden Key International Honour Society,Other,Atlanta,GA,"FIA Card Services, N.A.",36024,236
2010,Goldey Beacom College,University,Wilmington,DE,"FIA Card Services, N.A.",240,0
2010,Goshen College,University,Goshen,IN,"FIA Card Services, N.A.",280,0
2010,Graceland University,University,Lamoni,IA,"FIA Card Services, N.A.",187,0
2010,Grambling University National Alumni Association,Alumni Association,Grambling,LA,"FIA Card Services, N.A.",53,0
2010,Grand Chapter of Phi Sigma Kappa,Other,Indianapolis,IN,"FIA Card Services, N.A.",360,0
2010,Grand Valley State University,University,Allendale,MI,"FIA Card Services, N.A.",988,63
2010,Grand View College Alumni Association,University,Des Moines,IA,"FIA Card Services, N.A.",55,0
2010,Greater University of South Carolina Alumni Association,Alumni Association,Columbia,SC,Chase Bank,0,0
2010,Green Mountain College,University,Poultney,VT,"FIA Card Services, N.A.",114,0
2010,Guilford College,University,Greensboro,NC,"FIA Card Services, N.A.",68,0
2010,Gustavus Adolphus College,University,Saint Peter,MN,"FIA Card Services, N.A.",593,22
2010,Gwynedd Mercy College,University,Gwynedd Valley,PA,"FIA Card Services, N.A.",87,2
2010,Hamline University,University,Saint Paul,MN,"FIA Card Services, N.A.",367,1
2010,Hampden Sydney College,University,Hampden Sydney,VA,"FIA Card Services, N.A.",318,0
2010,Hampton University,University,Hampton,VA,"FIA Card Services, N.A.",282,8
2010,"Harding University, Inc.",University,Searcy,AR,"FIA Card Services, N.A.",1427,0
2010,Harrisburg Area Community College,University,Harrisburg,PA,Pennsylvania State Employees Credit Union,872,13
2010,Hartwick College,University,Oneonta,NY,"FIA Card Services, N.A.",172,0
2010,Harvard Alumni Association,Alumni Association,Cambridge,MA,Barclays Bank Delaware,6740,1625
2010,Haverford College,University,Haverford,PA,"FIA Card Services, N.A.",272,1
2010,Hawaii Pacific University,University,Honolulu,HI,"FIA Card Services, N.A.",263,0
2010,Henderson State University,University,Arkadelphia,AR,"FIA Card Services, N.A.",416,11
2010,"Herbert H. Lehman College Foundation, Inc.",Foundation,Bronx,NY,"FIA Card Services, N.A.",289,24
2010,Honor Society of Phi Kappa Phi,Other,Baton Rouge,LA,"FIA Card Services, N.A.",7471,184
2010,Hood College,University,Frederick,MD,"FIA Card Services, N.A.",259,5
2010,Houghton College,University,Houghton,NY,"FIA Card Services, N.A.",223,0
2010,Houston Alumni Organization,Alumni Association,Houston,TX,Chase Bank,0,0
2010,Houston Baptist University,University,Houston,TX,"FIA Card Services, N.A.",310,1
2010,Howard Payne University Alumni Association,Alumni Association,Brownwood,TX,"FIA Card Services, N.A.",288,0
2010,Howard University Department of Alumni Relations,Alumni Association,Washington,DC,"FIA Card Services, N.A.",1293,19
2010,Humboldt State University Alumni Association,Alumni Association,Arcata,CA,"FIA Card Services, N.A.",420,4
2010,Husson College Alumni Association,Alumni Association,Bangor,ME,"FIA Card Services, N.A.",279,1
2010,Idaho State University,University,Pocatello,ID,"FIA Card Services, N.A.",1295,33
2010,Illinois College of Optometry,University,Chicago,IL,"FIA Card Services, N.A.",5,0
2010,Illinois State University Foundation,Foundation,Normal,IL,"FIA Card Services, N.A.",6465,118
2010,Immaculata College,University,Immaculata,PA,"FIA Card Services, N.A.",184,3
2010,Independent University Alumni Associationat Lowell,Alumni Association,Lowell,MA,"FIA Card Services, N.A.",205,0
2010,Indiana State University,University,Terre Haute,IN,"FIA Card Services, N.A.",2561,6
2010,Indiana University Alumni Association,Alumni Association,Bloomington,IN,"FIA Card Services, N.A.",26887,208
2010,Indiana University of Pennsylvania Alumni Association,Alumni Association,Indiana,PA,"FIA Card Services, N.A.",3825,52
2010,Indiana Wesleyan University,University,Marion,IN,"FIA Card Services, N.A.",273,1
2010,Institute of Industrial Engineers,Other,Norcross,GA,"FIA Card Services, N.A.",1727,10
2010,Institute of Management Accountants,Other,Montvale,NJ,"FIA Card Services, N.A.",4668,38
2010,International Chiropractors Association,Other,Arlington,VA,"FIA Card Services, N.A.",950,9
2010,International Legal Fraternity of Phi Delta Phi,Other,Greenbelt,MD,"FIA Card Services, N.A.",365,10
2010,Iona College,University,New Rochelle,NY,"FIA Card Services, N.A.",1214,2
2010,Iowa State University Alumni Association,Alumni Association,Ames,IA,"FIA Card Services, N.A.",14579,219
2010,Jackson State University,University,Jackson,MS,"FIA Card Services, N.A.",199,0
2010,"Jacksonville State University Foundation, Inc.",Foundation,Jacksonville,AL,U.S. Bank National Association ND,629,94
2010,James Madison University Alumni Association,Alumni Association,Harrisonburg,VA,"FIA Card Services, N.A.",553,77
2010,Javelina Alumni Association,Alumni Association,Kingsville,TX,"FIA Card Services, N.A.",311,11
2010,John Carroll University,University,University Heights,OH,"FIA Card Services, N.A.",1051,40
2010,John F. Kennedy University Alumni Association,Alumni Association,Orinda,CA,"FIA Card Services, N.A.",81,2
2010,Johns Hopkins University,University,Baltimore,MD,"FIA Card Services, N.A.",6661,122
2010,Johnson & Wales University,University,Providence,RI,"FIA Card Services, N.A.",483,0
2010,Juilliard School,Other,New York,NY,"FIA Card Services, N.A.",131,3
2010,Kansas State University Alumni Association,Alumni Association,Manhattan,KS,"INTRUST Bank, N.A.",12703,292
2010,Kansas University Alumni Association,Alumni Association,Lawrence ,KS,"INTRUST Bank, N.A.",12183,248
2010,Kappa Alpha Order,Other,Lexington,VA,"FIA Card Services, N.A.",760,3
2010,Kappa Alpha Psi,Other,Philadelphia,PA,"FIA Card Services, N.A.",734,23
2010,"Kappa Alpha Theta Fraternity, Inc.",Other,Indianapolis,IN,"FIA Card Services, N.A.",2114,56
2010,Kappa Delta Pi An International Honor Society in Education,Other,Indianapolis,IN,"FIA Card Services, N.A.",1438,48
2010,Kappa Delta Rho Fraternity,Other,Greensburg,PA,"FIA Card Services, N.A.",186,7
2010,"Kappa Delta Sorority, Inc.",Other,Memphis,TN,"FIA Card Services, N.A.",375,55
2010,Kappa Epsilon Fraternity,Other,Stone Mountain,GA,"FIA Card Services, N.A.",38,0
2010,Kappa Psi Pharmaceutical Fraternity,Other,Oklahoma City,OK,"FIA Card Services, N.A.",57,4
2010,Kappa Sigma Fraternity,Other,Charlottesville,VA,"FIA Card Services, N.A.",359,1
2010,Kean University Alumni Association,Alumni Association,Union,NJ,"FIA Card Services, N.A.",682,21
2010,Keene State College Alumni Association,Alumni Association,Keene,NH,"FIA Card Services, N.A.",564,0
2010,Kennesaw State University Alumni Association,Alumni Association,Marietta,GA,"FIA Card Services, N.A.",1344,25
2010,Kent State University,University,Kent,OH,"FIA Card Services, N.A.",5128,94
2010,Kentucky Wesleyan College,University,Owensboro,KY,"FIA Card Services, N.A.",65,0
2010,Keuka College,University,Keuka Park,NY,"FIA Card Services, N.A.",139,0
2010,Keystone College Alumni Association,Alumni Association,La Plume,PA,Capital One,4,4
2010,Kings College,University,Wilkes Barre,PA,"FIA Card Services, N.A.",936,4
2010,Kutztown University Alumni Association,Alumni Association,Kutztown,PA,"FIA Card Services, N.A.",986,50
2010,Kutztown University of Pennsylvania,University,Kutztown,PA,Pennsylvania State Employees Credit Union,1563,9
2010,La Salle University Alumni Association,Alumni Association,Philadelphia,PA,"FIA Card Services, N.A.",1785,37
2010,"La Sierra University, La Sierra Alumni Association",Alumni Association,Riverside,CA,"FIA Card Services, N.A.",18,5
2010,Lafayette College Alumni Association,Alumni Association,Easton,PA,"FIA Card Services, N.A.",611,10
2010,Lake County Schools Alumni,Alumni Association,Memphis ,TN,UMB Bank,0,0
2010,"Lake Sumter Community College Foundation, Inc.",Foundation,Leesburg,FL,Capital One,0,0
2010,Lakewood Public School Alumni Foundation,Foundation,Lakewood,OH,"FIA Card Services, N.A.",98,0
2010,Lamar University,University,Beaumont,TX,Compass Bank,0,0
2010,Lamar University Alumni Association,Alumni Association,Beaumont,TX,"FIA Card Services, N.A.",414,0
2010,"Lambda Chi Alpha Fraternity, Inc.",Other,Indianapolis,IN,"FIA Card Services, N.A.",716,16
2010,Langston University National Alumni Association,Alumni Association,Langston,OK,"FIA Card Services, N.A.",57,0
2010,Le Moyne College,University,Syracuse,NY,"FIA Card Services, N.A.",543,12
2010,Lebanon Valley College,University,Annville,PA,"FIA Card Services, N.A.",349,1
2010,Lee University,University,Cleveland,TN,"FIA Card Services, N.A.",422,0
2010,"Leland Stanford Junior University by Stanford Alumni Association and Stanford Department of Athletics, Physical Education and Recreation","Alumni Association, University",Stanford,CA,"FIA Card Services, N.A.",16079,178
2010,Lenoir Rhyne College Alumni Association,Alumni Association,Hickory,NC,"FIA Card Services, N.A.",173,1
2010,Lesley College,University,Cambridge,MA,"FIA Card Services, N.A.",187,0
2010,Letourneau University,University,Longview,TX,"FIA Card Services, N.A.",285,1
2010,Lewis and Clark College,University,Portland,OR,"FIA Card Services, N.A.",951,2
2010,Lewis University,University,Romeoville,IL,"FIA Card Services, N.A.",362,0
2010,Liberty University,University,Lynchburg,VA,U.S. Bank National Association ND,1265,197
2010,Life College,University,Marietta,GA,"FIA Card Services, N.A.",102,0
2010,Limestone College,University,Gaffney,SC,"FIA Card Services, N.A.",125,0
2010,Lock Haven University Alumni Association,Alumni Association,Lock Haven,PA,Capital One,1,1
2010,Lock Haven University Foundation,Foundation,Lock Haven,PA,"FIA Card Services, N.A.",243,0
2010,Lock Haven University of Pennsylvania,University,Lock Haven,PA,Pennsylvania State Employees Credit Union,927,4
2010,Long Island University,University,Brookville,NY,"FIA Card Services, N.A.",852,41
2010,Longwood University Alumni Association,Alumni Association,Farmville,VA,"FIA Card Services, N.A.",440,25
2010,Louisiana State University Medical Center Foundation,Foundation,New Orleans,LA,"FIA Card Services, N.A.",196,0
2010,Louisiana State University Shreveport Alumni Association,Alumni Association,Shreveport,LA,"FIA Card Services, N.A.",271,1
2010,Louisiana Tech University Foundation,Foundation,Ruston,LA,"FIA Card Services, N.A.",2106,65
2010,Loyola Blakefield Alumni Association,Alumni Association,Baltimore,MD,"FIA Card Services, N.A.",166,0
2010,Loyola Marymount University,University,Los Angeles,CA,"FIA Card Services, N.A.",1498,45
2010,Loyola University Chicago,University,Chicago,IL,"FIA Card Services, N.A.",3276,91
2010,Loyola University Maryland,University,Baltimore,MD,"FIA Card Services, N.A.",2083,48
2010,Loyola University New Orleans,University,New Orleans,LA,"FIA Card Services, N.A.",1527,29
2010,LSU Alumni Association,Alumni Association,Baton Rouge,LA,"FIA Card Services, N.A.",8258,119
2010,Lubbock Christian University,University,Lubbock,TX,"FIA Card Services, N.A.",179,0
2010,Luther College,University,Decorah,IA,"FIA Card Services, N.A.",491,16
2010,"Lutheran University Association, Inc., d/b/a Valparaiso University",University,Valparaiso,IN,"FIA Card Services, N.A.",997,37
2010,Lycoming College,University,Williamsport,PA,"FIA Card Services, N.A.",127,2
2010,Manhattan College,University,Riverdale,NY,"FIA Card Services, N.A.",1129,22
2010,Manhattanville College,University,Purchase,NY,"FIA Card Services, N.A.",192,0
2010,"Mansfield University Foundation, Inc.",Foundation,Mansfield,PA,"FIA Card Services, N.A.",629,10
2010,Mansfield University of Pennsylvania,University,Mansfield,PA,Pennsylvania State Employees Credit Union,418,5
2010,Marquette University,University,Milwaukee,WI,"FIA Card Services, N.A.",3607,118
2010,Marshall University Alumni Association,Alumni Association,Huntington,WV,"FIA Card Services, N.A.",2713,51
2010,Martin Luther College Alumni Association,Alumni Association,New Ulm,MN,UMB Bank,10,10
2010,Mary Baldwin College,University,Staunton,VA,"FIA Card Services, N.A.",260,7
2010,Marymount University,University,Arlington,VA,"FIA Card Services, N.A.",100,10
2010,Maryville College,University,Maryville,TN,"FIA Card Services, N.A.",170,0
2010,Massachusetts College of Pharmacy and Allied Health Sciences,University,Boston,MA,"FIA Card Services, N.A.",188,0
2010,Massachusetts Institute of Technology,University,Cambridge,MA,"FIA Card Services, N.A.",1800,120
2010,Massachusetts Medical Society,Other,Waltham,MA,"FIA Card Services, N.A.",1083,18
2010,McNeese State University Alumni Association,Alumni Association,Lake Charles,LA,"FIA Card Services, N.A.",831,32
2010,Medical College of Virginia Alumni Associationof Virginia Commonwealth University,Alumni Association,Richmond,VA,"FIA Card Services, N.A.",0,0
2010,Meharry National Alumni Association,Alumni Association,Nashville,TN,"FIA Card Services, N.A.",11,0
2010,MENC:  The National Association for Music Education,Other,Reston,VA,"FIA Card Services, N.A.",3518,68
2010,Mercyhurst College,University,Erie,PA,"FIA Card Services, N.A.",367,7
2010,Meredith College,University,Raleigh,NC,"FIA Card Services, N.A.",207,0
2010,Merrimack College,University,North Andover,MA,"FIA Card Services, N.A.",76,2
2010,Methodist College Incorporated,University,Fayetteville,NC,"FIA Card Services, N.A.",194,1
2010,Michigan State University,University,East Lansing,MI,"FIA Card Services, N.A.",21058,302
2010,Michigan State University,University,East Lansing,MI,Michigan State University Federal Credit Union,0,0
2010,Michigan Technological University,University,Houghton,MI,"FIA Card Services, N.A.",2287,80
2010,"Middle Tennessee State University National Alumni Association and Middle Tennessee State University Foundation, Inc.","Alumni Association, Foundation",Murfreesboro,TN,Chase Bank,0,0
2010,Midwestern State University Ex-Students Association,Alumni Association,Wichita Falls,TX,"FIA Card Services, N.A.",312,0
2010,Millersville University Alumni Association,Alumni Association,Millersville,PA,U.S. Bank National Association ND,1220,137
2010,Millersville University of Pennsylvania,University,Millersville,PA,Pennsylvania State Employees Credit Union,1177,5
2010,Milligan College Alumni Association,Alumni Association,Milligan College,TN,"FIA Card Services, N.A.",284,2
2010,"Minerals, Metals and Materials Society, Inc.",Other,Warrendale,PA,"FIA Card Services, N.A.",140,0
2010,Minnesota State University Moorhead Alumni Association,Alumni Association,Moorhead,MN,U.S. Bank National Association ND,357,45
2010,"Minnesota State University, Mankato Foundation, Inc.",Foundation,Mankato,MN,"FIA Card Services, N.A.",2629,53
2010,Mississippi State University Alumni Association,Alumni Association,Mississippi State,MS,"FIA Card Services, N.A.",7042,115
2010,Mississippi Valley State University,University,Itta Bena,MS,"FIA Card Services, N.A.",44,0
2010,Monmouth College,University,Monmouth,IL,"FIA Card Services, N.A.",302,0
2010,Monmouth University,University,West Long Branch,NJ,"FIA Card Services, N.A.",692,33
2010,Montana State University Alumni Association,Alumni Association,Bozeman,MT,"FIA Card Services, N.A.",4597,89
2010,Montana State University at Billings Alumni Association,Alumni Association,Billings,MT,"FIA Card Services, N.A.",286,0
2010,Montana State University-Northern Foundation and Northern Alumni Association,"Alumni Association, Foundation",Havre,MT,"FIA Card Services, N.A.",136,0
2010,Montclair State University Alumni Association,Alumni Association,Upper Montclair,NJ,"FIA Card Services, N.A.",3241,69
2010,Moravian College,University,Bethlehem,PA,"FIA Card Services, N.A.",551,1
2010,Morehead State University Alumni AssociationInc.,Alumni Association,Morehead,KY,"FIA Card Services, N.A.",948,14
2010,Morehouse College Alumni Association,Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",217,2
2010,Morgan State University National Alumni Association,Alumni Association,Baltimore,MD,"FIA Card Services, N.A.",403,5
2010,Morris Brown College National Alumni Association,Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",19,0
2010,Morrisville College Foundation,Foundation,Morrisville,NY,"FIA Card Services, N.A.",286,1
2010,Mortar Board Foundation Fund,Foundation,Columbus,OH,"FIA Card Services, N.A.",564,6
2010,Mount Saint Mary's College,University,Los Angeles,CA,"FIA Card Services, N.A.",340,2
2010,"Mount Sinai Alumni, Inc.",Alumni Association,New York,NY,"FIA Card Services, N.A.",64,0
2010,Mount St. Mary's University,University,Emmitsburg,MD,"FIA Card Services, N.A.",616,14
2010,Mountain State University Alumni Association,Alumni Association,Beckley,WV,UMB Bank,5,5
2010,MSM-UMR Alumni Association,Alumni Association,Rolla,MO,U.S. Bank National Association ND,432,34
2010,Mu Phi Epsilon Fraternity,Other,Long Beach,CA,"FIA Card Services, N.A.",49,0
2010,Murray State University Alumni Association,Alumni Association,Murray,KY,U.S. Bank National Association ND,887,98
2010,NACE International,Other,Houston,TX,"FIA Card Services, N.A.",398,0
2010,"National Alumnae Association of Spelman College, Inc.",Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",396,2
2010,National Alumni Associationof the Tennessee State University,Alumni Association,Nashville,TN,"FIA Card Services, N.A.",386,3
2010,National Alumni Associationof the University of Alabama,Alumni Association,Tuscaloosa,AL,"FIA Card Services, N.A.",14126,205
2010,National Association of School Psychologists,Other,Bethesda,MD,"FIA Card Services, N.A.",1213,49
2010,"National Athletic Trainers  Association, Inc.",Other,Dallas,TX,"FIA Card Services, N.A.",1371,47
2010,National Dental Association,Other,Washington,DC,"FIA Card Services, N.A.",125,0
2010,National Lawyers Guild,Other,New York,NY,"FIA Card Services, N.A.",489,1
2010,National Science Teachers Association,Other,Arlington,VA,"FIA Card Services, N.A.",1317,39
2010,National Society of Black Engineers,Other,Alexandria,VA,"FIA Card Services, N.A.",491,0
2010,National Society of Collegiate Scholars,Other,Washington,DC,"FIA Card Services, N.A.",4501,154
2010,National Student Speech Language Hearing Association,Other,Rockville,MD,"FIA Card Services, N.A.",0,0
2010,National University,University,La Jolla,CA,"FIA Card Services, N.A.",1082,22
2010,National-Louis University,University,Evanston,IL,"FIA Card Services, N.A.",781,31
2010,NCPA Foundation,Foundation,Alexandria,VA,"FIA Card Services, N.A.",646,0
2010,New England College Alumni Association,Alumni Association,Henniker,NH,"FIA Card Services, N.A.",84,0
2010,New England School of Law,University,Boston,MA,"FIA Card Services, N.A.",94,0
2010,New Jersey City University Foundation,Foundation,Jersey City,NJ,"FIA Card Services, N.A.",712,2
2010,New Mexico Highlands University Alumni Association,Alumni Association,Las Vegas,NM,"FIA Card Services, N.A.",213,0
2010,"New Mexico Military Institute Alumni Association, Inc.",Alumni Association,Roswell,NM,"FIA Card Services, N.A.",288,1
2010,New Mexico State University Alumni Association,Alumni Association,Las Cruces,NM,"FIA Card Services, N.A.",3010,81
2010,New York City College of Technology Alumni Association,Alumni Association,Brooklyn,NY,"FIA Card Services, N.A.",570,0
2010,New York Law School Alumni Association,Alumni Association,New York,NY,"FIA Card Services, N.A.",153,0
2010,New York Medical College Alumni Association,Alumni Association,Valhalla,NY,"FIA Card Services, N.A.",93,20
2010,New York University,University,New York,NY,"FIA Card Services, N.A.",10341,391
2010,Newberry College,University,Newberry,SC,"FIA Card Services, N.A.",130,0
2010,Newman University Alumni Association,Alumni Association,Wichita,KS,"FIA Card Services, N.A.",105,0
2010,Niagara University,University,Niagara,NY,"FIA Card Services, N.A.",553,22
2010,Nicholls State University Alumni Federation,Alumni Association,Thibodaux,LA,"FIA Card Services, N.A.",84,0
2010,NLN Foundation for Nursing Education,Foundation,New York,NY,"FIA Card Services, N.A.",196,1
2010,North Carolina Agricultural and Technical State University,University,Greensboro,NC,"FIA Card Services, N.A.",670,12
2010,North Carolina Central University Alumni Association,Alumni Association,Durham,NC,"FIA Card Services, N.A.",250,10
2010,North Carolina State University Alumni Association,Alumni Association,Raleigh,NC,Chase Bank,8142,0
2010,North Dakota State University Alumni Association,Alumni Association,Fargo,ND,"FIA Card Services, N.A.",321,52
2010,North Georgia College & State University Alumni Association,Alumni Association,Dahlonega,GA,"FIA Card Services, N.A.",552,14
2010,North Greenville University,University,Tigerville,SC,"FIA Card Services, N.A.",148,0
2010,North Park University,University,Chicago,IL,"FIA Card Services, N.A.",122,0
2010,North Texas Exes,Alumni Association,Denton,TX,"FIA Card Services, N.A.",6304,127
2010,Northeastern Illinois University,University,Chicago,IL,"FIA Card Services, N.A.",97,0
2010,"Northeastern State University Foundation, Inc.",Foundation,Tahlequah,OK,"FIA Card Services, N.A.",543,17
2010,Northeastern University,University,Boston,MA,"FIA Card Services, N.A.",3265,191
2010,Northern Arizona University Alumni Association,Alumni Association,Flagstaff,AZ,"FIA Card Services, N.A.",1755,67
2010,Northern Illinois University Alumni Association,Alumni Association,DeKalb,IL,"FIA Card Services, N.A.",1161,115
2010,Northern Kentucky University Foundation,Foundation,Highland Heights,KY,U.S. Bank National Association ND,358,63
2010,Northern Virginia Community College Educational Foundation,University,Annandale,VA,"FIA Card Services, N.A.",87,0
2010,Northwest Missouri State University Alumni Association,Alumni Association,Maryville,MO,U.S. Bank National Association ND,357,49
2010,Northwest University,University,Kirkland,WA,"FIA Card Services, N.A.",104,2
2010,Northwestern State University Alumni Association,Alumni Association,Natchitoches,LA,"FIA Card Services, N.A.",523,11
2010,Northwestern University,University,Evanston,IL,GE Capital Retail Bank,381,25
2010,Norwich University Alumni Association,Alumni Association,Northfield,VT,"FIA Card Services, N.A.",694,26
2010,Oakland University,University,Rochester,MI,Michigan State University Federal Credit Union,210,48
2010,Oglethorpe University Alumni Association,Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",59,0
2010,Ohio College of Podiatric Medicine,University,Cleveland,OH,"FIA Card Services, N.A.",25,0
2010,Ohio Northern University Alumni Association,Alumni Association,Ada,OH,U.S. Bank National Association ND,383,34
2010,"Ohio State University Alumni Association, Inc.",Alumni Association,Columbus,OH,"FIA Card Services, N.A.",16803,264
2010,Ohio University Alumni Association,Alumni Association,Athens,OH,"FIA Card Services, N.A.",463,104
2010,Ohio Wesleyan University,University,Delaware,OH,"FIA Card Services, N.A.",614,6
2010,Oklahoma State University Alumni Association,Alumni Association,Stillwater,OK,Chase Bank,6952,1
