year,institution_name,inst_type_name,institution_city,state_abbv,CC_iss_name,total_open_acc,total_new_acc
2009,Abilene Christian University,University,Abilene,TX,"FIA Card Services, N.A.",1699,13
2009,Academy of Art College,University,San Francisco,CA,"FIA Card Services, N.A.",132,0
2009,Administrators of the Tulane Educational Fund,Foundation,New Orleans,LA,"FIA Card Services, N.A.",1495,31
2009,Adrian College,University,Adrian,MI,"FIA Card Services, N.A.",110,0
2009,Alabama Pharmacy Association,Other,Montgomery,AL,"FIA Card Services, N.A.",124,0
2009,Alabama State University,University,Montgomery,AL,"FIA Card Services, N.A.",291,7
2009,Albany College of Pharmacy,University,Albany,NY,"FIA Card Services, N.A.",41,0
2009,Albany Law School,University,Albany,NY,"FIA Card Services, N.A.",128,0
2009,Alcorn State University,University,Lorman,MS,"FIA Card Services, N.A.",258,3
2009,"Alfred State Alumni Association, Inc.",Alumni Association,Alfred,NY,"FIA Card Services, N.A.",381,15
2009,Alpha Chi National College Honor Scholarship Society,Other,Searcy,AR,"FIA Card Services, N.A.",1465,73
2009,Alpha Chi Omega,Other,Indianapolis,IN,"FIA Card Services, N.A.",1921,57
2009,Alpha Chi Rho Fraternity,Other,Neptune,NJ,"FIA Card Services, N.A.",139,6
2009,Alpha Delta Pi Sorority,Other,Atlanta,GA,"FIA Card Services, N.A.",2952,13
2009,Alpha Epsilon Delta,Other,Harrisonburg,VA,"FIA Card Services, N.A.",10,8
2009,Alpha Epsilon Phi Foundation,Foundation,Stamford,CT,"FIA Card Services, N.A.",146,2
2009,Alpha Gamma Delta,Other,Indianapolis,IN,"FIA Card Services, N.A.",1403,40
2009,Alpha Gamma Rho Fraternity,Other,Kansas City,MO,"FIA Card Services, N.A.",749,34
2009,"Alpha Kappa Psi Fraternity, Inc.",Other,Indianapolis,IN,U.S. Bank National Association ND,264,92
2009,Alpha Omega International Dental Fraternity,Other,Baltimore,MD,"FIA Card Services, N.A.",79,1
2009,"Alpha Omicron Pi Fraternity, Inc.",Other,Brentwood,TN,"FIA Card Services, N.A.",2491,70
2009,"Alpha Phi Alpha Fraternity, Inc.",Other,Baltimore,MD,"FIA Card Services, N.A.",483,0
2009,"Alpha Phi Delta Foundation, Inc.",Foundation,Monroeville,PA,"FIA Card Services, N.A.",174,12
2009,Alpha Phi International Fraternity,Other,Evanston,IL,"FIA Card Services, N.A.",1772,48
2009,Alpha Sigma Alpha Sorority,Other,Indianapolis,IN,"FIA Card Services, N.A.",638,30
2009,Alpha Sigma Tau,Other,Birmingham,AL,"FIA Card Services, N.A.",271,13
2009,Alpha Tau Omega,Other,Indianapolis,IN,"FIA Card Services, N.A.",514,36
2009,Alpha Xi Delta Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",1070,38
2009,Alumnae Association of Smith College,Alumni Association,Northampton,MA,"FIA Card Services, N.A.",3253,39
2009,Alumnae Association of the College of Saint Elizabeth,Alumni Association,Morristown,NJ,"FIA Card Services, N.A.",318,8
2009,Alumnae Association of Wilson College,Alumni Association,Chambersburg,PA,"FIA Card Services, N.A.",254,1
2009,Alumni Association of the University of Michigan and the Regents of the University of Michigan,"Alumni Association, University",Ann Arbor,MI,"FIA Card Services, N.A.",38358,947
2009,Alumni Associationof Fashion Institute of Technology,Alumni Association,New York,NY,"FIA Card Services, N.A.",68,3
2009,Alumni Associationof George Mason University,Alumni Association,Fairfax,VA,"FIA Card Services, N.A.",1846,76
2009,Alumni Associationof Philadelphia College of Osteopathic Medicine ,Alumni Association,Philadelphia,PA,"FIA Card Services, N.A.",65,4
2009,"Alumni Associationof Purchase College, State University of New York",Alumni Association,Purchase,NY,"FIA Card Services, N.A.",345,14
2009,Alumni Associationof the City College of New York,Alumni Association,New York,NY,"FIA Card Services, N.A.",692,46
2009,Alumni Associationof the State University of New York at Albany,Alumni Association,Albany,NY,"FIA Card Services, N.A.",1220,23
2009,Alumni Associationof the University of South Dakota,Alumni Association,Vermillion,SD,"FIA Card Services, N.A.",1188,27
2009,Alumni Associationof the University of Virginia,Alumni Association,Charlottesville,VA,"FIA Card Services, N.A.",58,58
2009,Alumni Associationof the University of West Alabama,Alumni Association,Livingston,AL,"FIA Card Services, N.A.",161,6
2009,Alumni Associationof Winthrop University,Alumni Association,Rock Hill,SC,"FIA Card Services, N.A.",351,27
2009,Alumni AssociationSchool of Medicine of Loma Linda University,Alumni Association,Loma Linda,CA,"FIA Card Services, N.A.",181,4
2009,Alverno College,University,Milwaukee,WI,"FIA Card Services, N.A.",356,14
2009,American Academy of Optometry,Other,Rockville,MD,"FIA Card Services, N.A.",228,3
2009,American Academy of Osteopathy,Other,Indianapolis,IN,"FIA Card Services, N.A.",63,0
2009,American Association for Justice,Other,Washington,DC,"FIA Card Services, N.A.",8691,75
2009,American Association of University Professors,Other,Washington,DC,"FIA Card Services, N.A.",2023,32
2009,American Association of University Women,Other,Washington,DC,U.S. Bank National Association ND,1872,95
2009,American Chemical Society,Other,Washington,DC,"FIA Card Services, N.A.",7190,92
2009,American College of Osteopathic Family Physicians,Other,Arlington Heights,IL,"FIA Card Services, N.A.",1041,23
2009,American College of Sports Medicine,Other,Indianapolis,IN,"FIA Card Services, N.A.",525,18
2009,American College Student Association,Other,Columbia,SC,"FIA Card Services, N.A.",24,0
2009,American Counseling Association,Other,Alexandria,VA,"FIA Card Services, N.A.",2923,153
2009,American Design Drafting Association,Other,Rockville,MD,"FIA Card Services, N.A.",44,2
2009,American Health Information Management Association,Other,Chicago,IL,"FIA Card Services, N.A.",1696,45
2009,"American Institute of Aeronautics and Astronautics, Inc.",Other,Reston,VA,"FIA Card Services, N.A.",1210,9
2009,American Institute of Architecture Students,Other,Washington,DC,"FIA Card Services, N.A.",94,9
2009,American Institute of Biological Sciences,Other,Washington,DC,"FIA Card Services, N.A.",98,0
2009,"American Institute of Chemists, Inc.",Other,Bethesda,MD,"FIA Card Services, N.A.",170,0
2009,American Library Association,Other,Chicago,IL,"FIA Card Services, N.A.",1170,13
2009,American Military Society,Other,Upper Marlboro,MD,U.S. Bank National Association ND,3581,469
2009,American Nuclear Society,Other,La Grange,IL,"FIA Card Services, N.A.",524,1
2009,American Occupational Therapy Association,Other,Bethesda,MD,"FIA Card Services, N.A.",4454,97
2009,American Society for Microbiology,Other,Washington,DC,"FIA Card Services, N.A.",468,10
2009,"American Society of Interior Designers, Inc.",Other,Washington,DC,"FIA Card Services, N.A.",2356,61
2009,American Society of Landscape Architects,Other,Washington,DC,"FIA Card Services, N.A.",1091,26
2009,American Society of Naval Engineers,Other,Alexandria,VA,"FIA Card Services, N.A.",186,1
2009,American Society of Safety Engineers,Other,Des Plaines,IL,"FIA Card Services, N.A.",1644,38
2009,American Society of Women Accountants,Other,Memphis,TN,"FIA Card Services, N.A.",287,0
2009,American University,University,Washington,DC,"FIA Card Services, N.A.",1366,30
2009,American Veterinary Medical Association,Other,Schaumburg,IL,"FIA Card Services, N.A.",4853,239
2009,Angelo State University Ex-Students Association,Alumni Association,San Angelo,TX,"FIA Card Services, N.A.",732,11
2009,Antioch University New England,University,Keene,NH,"FIA Card Services, N.A.",114,5
2009,"Appalachian State University Foundation, Inc.",Foundation,Boone,NC,"FIA Card Services, N.A.",1489,99
2009,Aquinas College,University,Grand Rapids,MI,"FIA Card Services, N.A.",95,0
2009,Arcadia University,University,Glenside,PA,"FIA Card Services, N.A.",426,5
2009,Arizona State University Alumni Association,Alumni Association,Tempe,AZ,"FIA Card Services, N.A.",10260,497
2009,"Arkansas Alumni Association, Inc.",Alumni Association,Fayetteville,AR,"FIA Card Services, N.A.",4492,199
2009,Arkansas State University Alumni Association,Alumni Association,State University,AR,Chase Bank,729,0
2009,Arkansas Tech University Alumni Association,Alumni Association,Russellville,AR,"FIA Card Services, N.A.",361,0
2009,"Armstrong Atlantic State University Foundation, Inc.",Foundation,Savannah,GA,"FIA Card Services, N.A.",141,3
2009,ASM International,Other,Materials Park,OH,"FIA Card Services, N.A.",866,1
2009,Asociacion Alumni CAAM,Alumni Association,Mayaguez,PR,"FIA Card Services, N.A.",6178,6
2009,Asociacion de Exalumnos de la Universidad de Puerto Rico ,Alumni Association,San Juan,PR,"FIA Card Services, N.A.",4758,5
2009,Associated Alumnae and Alumni of the Sacred Heart,Alumni Association,St. Louis,MO,"FIA Card Services, N.A.",803,16
2009,Associated Alumni of Adams State College,Alumni Association,Alamosa,CO,"FIA Card Services, N.A.",303,11
2009,"Associated Students Incorporated, California State University-Long Beach",Other,Long Beach,CA,"FIA Card Services, N.A.",152,20
2009,Association for Childhood Education International,Other,Wheaton,MD,"FIA Card Services, N.A.",188,5
2009,Association for Computing Machinery,Other,New York,NY,"FIA Card Services, N.A.",2316,24
2009,Association of Energy Engineers,Other,Atlanta,GA,"FIA Card Services, N.A.",355,7
2009,Association of Graduates of the United States Air Force Academy,Alumni Association,Colorado Springs,CO,USAA Savings Bank,539,539
2009,"Association of Graduates, United States Air Force Academy",Alumni Association,USAF Academy,CO,"FIA Card Services, N.A.",2151,18
2009,Association of Information Technology Professionals,Other,Park Ridge,IL,"FIA Card Services, N.A.",667,0
2009,Association of Surgical Technologists,Other,Englewood,CO,"FIA Card Services, N.A.",1148,37
2009,Assumption College,University,Worcester,MA,"FIA Card Services, N.A.",136,24
2009,Auburn Spirit Foundation for Scholarships,Foundation,Auburn,AL,"FIA Card Services, N.A.",15535,340
2009,Auburn University at Montgomery Alumni Association,Alumni Association,Montgomery,AL,"FIA Card Services, N.A.",379,16
2009,"Augusta State University Foundation, Inc.",Foundation,Augusta,GA,"FIA Card Services, N.A.",262,10
2009,Augustana College,University,Sioux Falls,SD,"FIA Card Services, N.A.",521,13
2009,Aurora University,University,Aurora,IL,"FIA Card Services, N.A.",94,4
2009,Austin College,University,Sherman,TX,"FIA Card Services, N.A.",365,1
2009,Austin Peay State University National Alumni Association,Alumni Association,Clarksville,TN,"FIA Card Services, N.A.",126,15
2009,Averett University,University,Danville,VA,"FIA Card Services, N.A.",186,9
2009,Babson College Alumni Association and Babson College,"Alumni Association, University",Wellesley,MA,"FIA Card Services, N.A.",665,13
2009,Baker College,University,Flint,MI,"FIA Card Services, N.A.",57,0
2009,Ball State University Alumni Association,Alumni Association,Muncie,IN,Chase Bank,3464,4
2009,Bank Street College,University,New York,NY,"FIA Card Services, N.A.",9,0
2009,Barnard College,University,New York,NY,"FIA Card Services, N.A.",129,16
2009,Barry University Alumni Association,Alumni Association,Miami Shores,FL,"FIA Card Services, N.A.",946,13
2009,Barton College,University,Wilson,NC,"FIA Card Services, N.A.",133,6
2009,Baruch College Alumni Association,Alumni Association,New York,NY,"FIA Card Services, N.A.",982,69
2009,Baylor University Alumni Association,Alumni Association,Waco,TX,U.S. Bank National Association ND,4871,362
2009,Becker College,University,Worcester,MA,"FIA Card Services, N.A.",164,0
2009,Bellarmine College,University,Louisville,KY,"FIA Card Services, N.A.",143,21
2009,"Belmont Abbey College, Inc.",University,Belmont,NC,"FIA Card Services, N.A.",181,2
2009,Belmont University,University,Nashville,TN,"FIA Card Services, N.A.",147,6
2009,Bemidji State University Alumni Association,Alumni Association,Bemidji,MN,U.S. Bank National Association ND,642,16
2009,Benedictine University,University,Lisle,IL,"FIA Card Services, N.A.",339,11
2009,Bennett College National Alumnae Association,Alumni Association,Greensboro,NC,"FIA Card Services, N.A.",79,0
2009,Berklee College of Music,University,Boston,MA,"FIA Card Services, N.A.",743,31
2009,Beta Alpha Psi,Other,New York,NY,"FIA Card Services, N.A.",765,0
2009,"Beta Gamma Sigma, Inc.",Other,St. Louis,MO,"FIA Card Services, N.A.",2216,112
2009,Beta Theta Pi,Other,Oxford,OH,"FIA Card Services, N.A.",314,45
2009,Bethany College,University,Bethany,WV,"FIA Card Services, N.A.",140,4
2009,Bethel College Alumni Association,Alumni Association,North Newton,KS,"INTRUST Bank, N.A.",588,9
2009,Biola University,University,La Miranda,CA,"FIA Card Services, N.A.",213,9
2009,Biomedical Engineering Society,Other,Culver City,CA,"FIA Card Services, N.A.",74,0
2009,Blackburn College,University,Carlinville,IL,"FIA Card Services, N.A.",278,4
2009,"Bloomsburg University Foundation, Inc.",Foundation,Bloomsburg,PA,"FIA Card Services, N.A.",2635,28
2009,Bloomsburg University of Pennsylvania,University,Bloomsburg,PA,Pennsylvania State Employees Credit Union,1185,292
2009,Board of Regents of the University of Oklahoma,University,Norman,OK,"FIA Card Services, N.A.",1689,206
2009,"Boise State University Alumni Association, Inc.",Alumni Association,Boise,ID,"FIA Card Services, N.A.",1152,59
2009,Boston College,University,Boston,MA,GE Capital Retail Bank,868,45
2009,"Bowie State University National Alumni Association, Inc.",Alumni Association,Saint Leonard,MD,"FIA Card Services, N.A.",186,7
2009,Bowling Green State University Alumni Association,Alumni Association,Bowling Green,OH,"FIA Card Services, N.A.",2245,87
2009,Bradley University,University,Peoria,IL,"FIA Card Services, N.A.",1864,29
2009,Brandeis University,University,Waltham,MA,"FIA Card Services, N.A.",1852,57
2009,"Brazos Higher Education Service Corporation, Inc.",Other,Waco,TX,"FIA Card Services, N.A.",1086,0
2009,Bridgewater College,University,Bridgewater,VA,"FIA Card Services, N.A.",192,5
2009,Bridgewater State College Alumni Association,Alumni Association,Bridgewater,MA,U.S. Bank National Association ND,747,114
2009,Brooklyn College Alumni Association,Alumni Association,Brooklyn,NY,"FIA Card Services, N.A.",1341,85
2009,Brown Alumni Association,Alumni Association,Providence,RI,"FIA Card Services, N.A.",6625,83
2009,Bryant University,University,Smithfield,RI,"FIA Card Services, N.A.",642,28
2009,Bryn Mawr College Alumnae Association,Alumni Association,Bryn Mawr,PA,"FIA Card Services, N.A.",470,32
2009,Bucknell University Alumni Association,Alumni Association,Lewisburg,PA,"FIA Card Services, N.A.",1517,30
2009,Buffalo State Alumni Association,Alumni Association,Buffalo,NY,"FIA Card Services, N.A.",566,54
2009,Butler Community College Foundation,Foundation,El Dorado,KS,"INTRUST Bank, N.A.",556,41
2009,Butler University,University,Indianapolis,IN,"FIA Card Services, N.A.",337,36
2009,Butte College Foundation,Foundation,Oroville,CA,U.S. Bank National Association ND,516,185
2009,Cabrini College,University,Radnor,PA,"FIA Card Services, N.A.",232,6
2009,Cal Poly Pomona Alumni Association,Alumni Association,Pomona,CA,"FIA Card Services, N.A.",225,85
2009,California Aggie Alumni Association,Alumni Association,Davis,CA,"FIA Card Services, N.A.",184,160
2009,California Alumni Association and The Regents of the University of California,"Alumni Association, University",Berkeley,CA,"FIA Card Services, N.A.",20524,653
2009,California Lutheran University,University,Thousand Oaks,CA,"FIA Card Services, N.A.",93,0
2009,"California Polytechnic State University Alumni Association, San Luis Obispo",Alumni Association,San Luis Obispo,CA,"FIA Card Services, N.A.",5131,189
2009,California Psychological Association,Other,Los Angeles,CA,"FIA Card Services, N.A.",262,6
2009,California School of Podiatric Medicine at Samuel Merritt College,University,Oakland,CA,"FIA Card Services, N.A.",19,0
2009,California School of Professional Psychology,University,Alhambra,CA,"FIA Card Services, N.A.",8,0
2009,"California State University, Chico Alumni Association and The University Foundation, California State University, Chico","Alumni Association, Foundation",Chico,CA,"FIA Card Services, N.A.",167,97
2009,"California State University, Dominguez Hills Foundation, Inc.",Foundation,Carson,CA,"FIA Card Services, N.A.",1296,26
2009,"California State University, Fresno Alumni Association",Alumni Association,Fresno,CA,"FIA Card Services, N.A.",422,131
2009,"California State University, Hayward Alumni Association",Alumni Association,Hayward,CA,"FIA Card Services, N.A.",289,0
2009,"California State University, Los Angeles Alumni Association",Alumni Association,Los Angeles,CA,"FIA Card Services, N.A.",384,66
2009,"California State University, Northridge Alumni Association",Alumni Association,Northridge,CA,Chase Bank,2844,0
2009,"California State University, San Marcos Alumni Association",Alumni Association,San Marcos,CA,"FIA Card Services, N.A.",243,1
2009,"California State University, Stanislaus",University,Turlock,CA,"FIA Card Services, N.A.",26,25
2009,California State University-Fullerton Alumni Association,Alumni Association,Fullerton,CA,"FIA Card Services, N.A.",1550,128
2009,California State University-Long Beach Alumni Association,Alumni Association,Long Beach,CA,"FIA Card Services, N.A.",7836,175
2009,California University of Pennsylvania,University,California,PA,Pennsylvania State Employees Credit Union,836,94
2009,California Veterinary Medical Association,Other,Sacramento,CA,"FIA Card Services, N.A.",451,8
2009,Calvert Hall College Alumni Association,Alumni Association,Towson,MD,"FIA Card Services, N.A.",443,7
2009,Campbellsville University,University,Campbellsville,KY,"FIA Card Services, N.A.",260,6
2009,Canisius College,University,Buffalo,NY,"FIA Card Services, N.A.",635,42
2009,Cardinal Stritch University,University,Milwaukee,WI,"FIA Card Services, N.A.",124,2
2009,Carlow University,University,Pittsburgh,PA,"FIA Card Services, N.A.",123,0
2009,Carroll College,University,Helena,MT,"FIA Card Services, N.A.",340,10
2009,Carthage College,University,Kenosha,WI,"FIA Card Services, N.A.",253,7
2009,Case Western Reserve University,University,Cleveland,OH,"FIA Card Services, N.A.",2682,24
2009,Catawba College,University,Salisbury,NC,"FIA Card Services, N.A.",325,3
2009,Cavalier Sports Marketing,Other,Charlottesville,VA,Chase Bank,0,0
2009,Cazenovia College,University,Cazenovia,NY,"FIA Card Services, N.A.",21,0
2009,Cedar Crest College Alumnae Association,Alumni Association,Allentown,PA,"FIA Card Services, N.A.",309,5
2009,Centenary College of Louisiana,University,Shreveport,LA,"FIA Card Services, N.A.",243,2
2009,Central Bible College,University,Springfield,MO,"FIA Card Services, N.A.",216,0
2009,"Central Connecticut State University Alumni Association, Inc.",Alumni Association,New Britain,CT,"FIA Card Services, N.A.",1343,40
2009,Central Michigan University,University,Mount Pleasant,MI,"FIA Card Services, N.A.",200,186
2009,Central Washington University Alumni Association,Alumni Association,Ellensburg,WA,"FIA Card Services, N.A.",972,30
2009,Chadron State Foundation,Foundation,Chadron,NE,"FIA Card Services, N.A.",414,11
2009,Chapman University,University,Orange ,CA,"FIA Card Services, N.A.",1427,53
2009,Cheyney Foundation,Foundation,Cheyney,PA,"FIA Card Services, N.A.",43,0
2009,Cheyney University of Pennsylvania,University,Cheyney,PA,Pennsylvania State Employees Credit Union,89,24
2009,Chi O Creations,Other,Memphis,TN,"FIA Card Services, N.A.",2611,151
2009,"Chi Phi Fraternity, Inc.",Other,Libum,GA,"FIA Card Services, N.A.",237,5
2009,Chi Psi Fraternity,Other,Chapel Hill,NC,"FIA Card Services, N.A.",52,0
2009,Chicago State University Foundation,Foundation,Chicago,IL,"FIA Card Services, N.A.",69,6
2009,Christian Brothers University,University,Memphis,TN,"FIA Card Services, N.A.",121,8
2009,Christopher Newport University Educational Foundation,Foundation,Newport News,VA,"FIA Card Services, N.A.",237,4
2009,Claflin College,University,Orangeburg,SC,"FIA Card Services, N.A.",20,0
2009,"Claremont McKenna College Alumni Association, Inc.",Alumni Association,Claremont,CA,"FIA Card Services, N.A.",252,15
2009,"Clarion University Foundation, Inc.",Foundation,Clarion,PA,"FIA Card Services, N.A.",120,56
2009,"Clarion University Foundation, Inc.",Foundation,Clarion,PA,Pennsylvania State Employees Credit Union,68,68
2009,Clark Atlanta University,University,Atlanta,GA,"FIA Card Services, N.A.",81,0
2009,Clark University Alumni Association,Alumni Association,Worcester,MA,"FIA Card Services, N.A.",605,12
2009,Clarkson University,University,Potsdam,NY,"FIA Card Services, N.A.",636,0
2009,Clayton State Alumni Association,Alumni Association,Morrow,GA,UMB Bank,2,2
2009,"Clemson Alumni Association and Clemson University Foundation, Inc.","Alumni Association, Foundation",Clemson,SC,"FIA Card Services, N.A.",14114,217
2009,Cleveland State University Alumni Association,Alumni Association,Cleveland,OH,"FIA Card Services, N.A.",1914,38
2009,Cleveland-Marshall Law Alumni Association,Alumni Association,Cleveland,OH,"FIA Card Services, N.A.",50,7
2009,"Coastal Carolina University Alumni Association, Inc.",Alumni Association,Conway,SC,"FIA Card Services, N.A.",264,12
2009,Coe College,University,Cedar Rapids,IA,"FIA Card Services, N.A.",135,12
2009,Colby-Sawyer College,University,New London,NH,"FIA Card Services, N.A.",180,6
2009,Colegio de Farmaceuticos de Puerto Rico,University,San Juan,PR,"FIA Card Services, N.A.",334,9
2009,College Misericordia,University,Dallas,PA,"FIA Card Services, N.A.",302,8
2009,College of Charleston Alumni Association,Alumni Association,Charleston,SC,"FIA Card Services, N.A.",1346,19
2009,College of Mount Saint Vincent,University,Riverdale,NY,"FIA Card Services, N.A.",198,0
2009,College of Notre Dame of Maryland,University,Baltimore,MD,"FIA Card Services, N.A.",462,14
2009,"College of Staten Island Alumni Association, Inc.",Alumni Association,Staten Island,NY,"FIA Card Services, N.A.",545,47
2009,College of West Africa Alumni Association,Alumni Association,Bowie,MD,UMB Bank,0,0
2009,Colorado Christian University,University,Lakewood,CO,"FIA Card Services, N.A.",47,0
2009,Colorado College,University,Colorado Springs,CO,"FIA Card Services, N.A.",464,7
2009,Colorado School of Mines Alumni Association,Alumni Association,Golden,CO,"FIA Card Services, N.A.",621,22
2009,Colorado State University Alumni Association,Alumni Association,Fort Collins,CO,U.S. Bank National Association ND,5466,313
2009,Converse College,University,Spartanburg,SC,"FIA Card Services, N.A.",107,0
2009,Cooper Union for the Advancement of Science and Art,University,New York,NY,"FIA Card Services, N.A.",660,15
2009,"Coppin State University Development Foundation, Inc.",Foundation,Baltimore,MD,"FIA Card Services, N.A.",71,2
2009,Cornell Alumni Federation,Alumni Association,Ithaca,NY,Chase Bank,10361,4
2009,Creighton University Alumni Association and Creighton University,"Alumni Association, University",Omaha,NE,First National Bank of Omaha,720,0
2009,"Crimson Tide Sports Marketing, LLC",University,Tuscaloosa ,AL,Compass Bank,0,0
2009,Culver-Stockton College,University,Canton,MO,"FIA Card Services, N.A.",180,1
2009,Dakota State University Alumni Association,Alumni Association,Madison,SD,"FIA Card Services, N.A.",102,0
2009,Davenport University,University,Grand Rapids,MI,"FIA Card Services, N.A.",234,32
2009,Delaware State University Alumni Association,Alumni Association,Dover,DE,"FIA Card Services, N.A.",267,4
2009,Delaware Valley College,University,Doylestown,PA,"FIA Card Services, N.A.",213,0
2009,"Delta Chi Fraternity, Inc.",Other,Iowa City,IA,"FIA Card Services, N.A.",914,46
2009,Delta Delta Delta Fraternity,Other,Arlington,TX,U.S. Bank National Association ND,1450,101
2009,Delta Gamma Fraternity,Other,Columbus,OH,"FIA Card Services, N.A.",929,42
2009,Delta Kappa Epsilon Fraternity,Other,Washington,DC,"FIA Card Services, N.A.",171,3
2009,Delta Mu Delta Honor Society,Other,Brookfield,IL,"FIA Card Services, N.A.",820,46
2009,Delta Phi Epsilon Sorority,Other,Maryland Heights,MO,"FIA Card Services, N.A.",393,39
2009,Delta Sigma Delta,Other,Dousman,WI,"FIA Card Services, N.A.",154,0
2009,Delta Sigma Phi Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",702,25
2009,Delta Sigma Pi,Other,Oxford,OH,U.S. Bank National Association ND,1797,39
2009,Delta State University Alumni Association,Alumni Association,Cleveland,MS,"FIA Card Services, N.A.",772,14
2009,Delta Tau Delta Fraternity,Other,Fishers,IN,"FIA Card Services, N.A.",173,16
2009,Delta Upsilon International Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",427,24
2009,Delta Zeta Sorority,Other,Oxford,OH,"FIA Card Services, N.A.",1887,114
2009,DePaul University,University, Chicago,IL,"FIA Card Services, N.A.",410,80
2009,Des Moines University Osteopathic Medical Center,University,Des Moines,IA,"FIA Card Services, N.A.",65,1
2009,Dickinson College,University,Carlisle,PA,"FIA Card Services, N.A.",558,2
2009,Dominican College,University,Orangeburg,NY,"FIA Card Services, N.A.",82,2
2009,Dominican University,University,River Forest,IL,"FIA Card Services, N.A.",300,14
2009,Dominican University of California,University,San Rafael,CA,"FIA Card Services, N.A.",62,4
2009,Dowling College,University,Oakdale,NY,"FIA Card Services, N.A.",545,0
2009,Drake University,University,Des Moines,IA,"FIA Card Services, N.A.",1334,15
2009,Drexel University,University,Philadelphia,PA,U.S. Bank National Association ND,3394,208
2009,"Duke Alumni Association, Inc.",Alumni Association,Durham,NC,Chase Bank,8418,4
2009,Duquesne University Alumni Association,Alumni Association,Pittsburgh,PA,U.S. Bank National Association ND,2564,180
2009,D'Youville College,University,Buffalo,NY,"FIA Card Services, N.A.",176,7
2009,"East Carolina University Alumni Association, Inc.",Alumni Association,Greenville,NC,"FIA Card Services, N.A.",2929,125
2009,East Central University Alumni Association,Alumni Association,Ada,OK,"FIA Card Services, N.A.",102,1
2009,"East Stroudsburg University Foundation, Inc.",Foundation,East Stroudsburg,PA,"FIA Card Services, N.A.",1331,16
2009,East Stroudsburg University of Pennsylvania,University,East Stroudsburg,PA,Pennsylvania State Employees Credit Union,1119,138
2009,East Tennessee State University Foundation,Foundation,Johnson City,TN,"FIA Card Services, N.A.",406,29
2009,Eastern Connecticut State University Alumni Association,Alumni Association,Willimantic,CT,"FIA Card Services, N.A.",168,17
2009,"Eastern Illinois University Alumni Association, Inc.",Alumni Association,Charleston,IL,"FIA Card Services, N.A.",4242,65
2009,Eastern New Mexico University Alumni Association,Alumni Association,Portales,NM,"FIA Card Services, N.A.",753,15
2009,Eastern Oregon University,University,LaGrande,OR,"FIA Card Services, N.A.",323,6
2009,Eastern Washington University Alumni Association,Alumni Association,Cheney,WA,"FIA Card Services, N.A.",1019,27
2009,Eckerd College Alumni Association,Alumni Association,St. Petersburg,FL,"FIA Card Services, N.A.",130,0
2009,Edinboro University of Pennsylvania Alumni Association,Alumni Association,Edinboro,PA,"FIA Card Services, N.A.",1526,46
2009,"Educational Communications, Inc.",Other,Lake Forest,IL,"FIA Card Services, N.A.",10765,0
2009,Elizabethtown College,University,Elizabethtown,PA,"FIA Card Services, N.A.",534,14
2009,Elizabethtown College,University,Elizabethtown,PA,Pennsylvania State Employees Credit Union,383,103
2009,Elmhurst College Alumni Association,Alumni Association,Elmhurst,IL,U.S. Bank National Association ND,474,38
2009,Elon College,University,Elon College,NC,"FIA Card Services, N.A.",327,9
2009,Embry Riddle Aeronautical University,University,Daytona Beach,FL,"FIA Card Services, N.A.",1578,57
2009,Emerson College,University,Boston,MA,"FIA Card Services, N.A.",416,0
2009,Emmanuel College,University,Boston,MA,"FIA Card Services, N.A.",90,0
2009,Emory University,University,Atlanta,GA,"FIA Card Services, N.A.",3026,60
2009,Emporia State University Alumni Association,Alumni Association,Emporia,KS,"INTRUST Bank, N.A.",1005,51
2009,Erskine College,University,Due West,SC,"FIA Card Services, N.A.",125,3
2009,Fairfield University,University,Fairfield,CT,"FIA Card Services, N.A.",1058,42
2009,Fairleigh Dickinson University,University,Teaneck,NJ,"FIA Card Services, N.A.",1554,69
2009,"Fairmont State College Alumni Association, Inc.",Alumni Association,Fairmont,WV,"FIA Card Services, N.A.",197,0
2009,Faulkner University,University,Montgomery,AL,"FIA Card Services, N.A.",121,0
2009,Fayetteville State University ,University,Fayetteville,NC,"FIA Card Services, N.A.",83,3
2009,Felician College,University,Lodi,NJ,"FIA Card Services, N.A.",120,4
2009,Ferris State University,University,Big Rapids,MI,"FIA Card Services, N.A.",51,55
2009,FFA Alumni Association,Alumni Association,Alexandria,VA,"FIA Card Services, N.A.",452,15
2009,Fitchburg State College,University,Fitchburg,MA,"FIA Card Services, N.A.",211,10
2009,Fitzwilliam College,University,Cambridge,UK,"FIA Card Services, N.A.",1,0
2009,"Florida Atlantic University Foundation, Inc.",Foundation,Boca Raton,FL,"FIA Card Services, N.A.",4060,104
2009,Florida Institute of Technology Alumni Association,Alumni Association,Melbourne,FL,U.S. Bank National Association ND,614,70
2009,"Florida International University Foundation, Inc.",Foundation,Miami,FL,"FIA Card Services, N.A.",8424,201
2009,Florida Pharmacy Association,Other,Tallahassee,FL,"FIA Card Services, N.A.",251,3
2009,Florida Southern College,University,Lakeland,FL,"FIA Card Services, N.A.",241,7
2009,Foothill De Anza College,University,Los Altos Hills,CA,"FIA Card Services, N.A.",78,0
